,Date,Control Point,Arrival / Departure,Hong Kong Residents,Mainland Visitors,Other Visitors,Total
16560,10-06-2022,Hung Hom,Arrival,0,0,0,0
16562,10-06-2022,Lo Wu,Arrival,0,0,0,0
16564,10-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16566,10-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
16568,10-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,83,9,14,106
16570,10-06-2022,Lok Ma Chau,Arrival,0,0,0,0
16572,10-06-2022,Man Kam To,Arrival,0,0,0,0
16574,10-06-2022,Sha Tau Kok,Arrival,0,0,0,0
16576,10-06-2022,Shenzhen Bay,Arrival,876,130,7,1013
16578,10-06-2022,China Ferry Terminal,Arrival,0,0,0,0
16580,10-06-2022,Harbour Control,Arrival,0,0,0,0
16582,10-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16584,10-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16586,11-06-2022,Airport,Arrival,2988,854,184,4026
16588,11-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16590,11-06-2022,Hung Hom,Arrival,0,0,0,0
16592,11-06-2022,Lo Wu,Arrival,0,0,0,0
16594,11-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16596,11-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
16598,11-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,85,8,9,102
16600,11-06-2022,Lok Ma Chau,Arrival,0,0,0,0
16602,11-06-2022,Man Kam To,Arrival,0,0,0,0
16604,11-06-2022,Sha Tau Kok,Arrival,0,0,0,0
16606,11-06-2022,Shenzhen Bay,Arrival,1015,333,4,1352
16608,11-06-2022,China Ferry Terminal,Arrival,0,0,0,0
16610,11-06-2022,Harbour Control,Arrival,0,0,0,0
16612,11-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16614,11-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16616,12-06-2022,Airport,Arrival,3089,1025,192,4306
16618,12-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16620,12-06-2022,Hung Hom,Arrival,0,0,0,0
16622,12-06-2022,Lo Wu,Arrival,0,0,0,0
16624,12-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16626,12-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
16628,12-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,114,8,10,132
16630,12-06-2022,Lok Ma Chau,Arrival,0,0,0,0
16632,12-06-2022,Man Kam To,Arrival,0,0,0,0
16634,12-06-2022,Sha Tau Kok,Arrival,0,0,0,0
16636,12-06-2022,Shenzhen Bay,Arrival,1063,192,12,1267
16638,12-06-2022,China Ferry Terminal,Arrival,0,0,0,0
16640,12-06-2022,Harbour Control,Arrival,0,0,0,0
16642,12-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16644,12-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16646,13-06-2022,Airport,Arrival,1320,809,99,2228
16648,13-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16650,13-06-2022,Hung Hom,Arrival,0,0,0,0
16652,13-06-2022,Lo Wu,Arrival,0,0,0,0
16654,13-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16656,13-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
16658,13-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,74,4,24,102
16660,13-06-2022,Lok Ma Chau,Arrival,0,0,0,0
16662,13-06-2022,Man Kam To,Arrival,0,0,0,0
16664,13-06-2022,Sha Tau Kok,Arrival,0,0,0,0
16666,13-06-2022,Shenzhen Bay,Arrival,779,126,5,910
16668,13-06-2022,China Ferry Terminal,Arrival,0,0,0,0
16670,13-06-2022,Harbour Control,Arrival,0,0,0,0
16672,13-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16674,13-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16676,14-06-2022,Airport,Arrival,1805,796,110,2711
16678,14-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16680,14-06-2022,Hung Hom,Arrival,0,0,0,0
16682,14-06-2022,Lo Wu,Arrival,0,0,0,0
16684,14-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16686,14-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
16688,14-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,53,11,20,84
16690,14-06-2022,Lok Ma Chau,Arrival,0,0,0,0
16692,14-06-2022,Man Kam To,Arrival,0,0,0,0
16694,14-06-2022,Sha Tau Kok,Arrival,0,0,0,0
16696,14-06-2022,Shenzhen Bay,Arrival,748,113,16,877
16698,14-06-2022,China Ferry Terminal,Arrival,0,0,0,0
16700,14-06-2022,Harbour Control,Arrival,0,0,0,0
16702,14-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16704,14-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16706,15-06-2022,Airport,Arrival,1927,1416,149,3492
16708,15-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16710,15-06-2022,Hung Hom,Arrival,0,0,0,0
16712,15-06-2022,Lo Wu,Arrival,0,0,0,0
16714,15-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16716,15-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
16718,15-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,104,9,25,138
16720,15-06-2022,Lok Ma Chau,Arrival,0,0,0,0
16722,15-06-2022,Man Kam To,Arrival,0,0,0,0
16724,15-06-2022,Sha Tau Kok,Arrival,0,0,0,0
16726,15-06-2022,Shenzhen Bay,Arrival,881,116,15,1012
16728,15-06-2022,China Ferry Terminal,Arrival,0,0,0,0
16730,15-06-2022,Harbour Control,Arrival,0,0,0,0
16732,15-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16734,15-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16736,16-06-2022,Airport,Arrival,2192,1044,170,3406
16738,16-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16740,16-06-2022,Hung Hom,Arrival,0,0,0,0
16742,16-06-2022,Lo Wu,Arrival,0,0,0,0
16744,16-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16746,16-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
16748,16-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,71,11,12,94
16750,16-06-2022,Lok Ma Chau,Arrival,0,0,0,0
16752,16-06-2022,Man Kam To,Arrival,0,0,0,0
16754,16-06-2022,Sha Tau Kok,Arrival,0,0,0,0
16756,16-06-2022,Shenzhen Bay,Arrival,616,126,8,750
16758,16-06-2022,China Ferry Terminal,Arrival,0,0,0,0
16760,16-06-2022,Harbour Control,Arrival,0,0,0,0
16762,16-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16764,16-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16766,17-06-2022,Airport,Arrival,2578,1333,172,4083
16768,17-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16770,17-06-2022,Hung Hom,Arrival,0,0,0,0
16772,17-06-2022,Lo Wu,Arrival,0,0,0,0
16774,17-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16776,17-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
16778,17-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,99,7,14,120
16780,17-06-2022,Lok Ma Chau,Arrival,0,0,0,0
16782,17-06-2022,Man Kam To,Arrival,0,0,0,0
16784,17-06-2022,Sha Tau Kok,Arrival,0,0,0,0
16786,17-06-2022,Shenzhen Bay,Arrival,704,344,5,1053
16788,17-06-2022,China Ferry Terminal,Arrival,0,0,0,0
16790,17-06-2022,Harbour Control,Arrival,0,0,0,0
16792,17-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16794,17-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16796,18-06-2022,Airport,Arrival,2814,1019,151,3984
16798,18-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16800,18-06-2022,Hung Hom,Arrival,0,0,0,0
16802,18-06-2022,Lo Wu,Arrival,0,0,0,0
16804,18-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16806,18-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
16808,18-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,77,9,31,117
16810,18-06-2022,Lok Ma Chau,Arrival,0,0,0,0
16812,18-06-2022,Man Kam To,Arrival,0,0,0,0
16814,18-06-2022,Sha Tau Kok,Arrival,0,0,0,0
16816,18-06-2022,Shenzhen Bay,Arrival,855,205,16,1076
16818,18-06-2022,China Ferry Terminal,Arrival,0,0,0,0
16820,18-06-2022,Harbour Control,Arrival,0,0,0,0
16822,18-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16824,18-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16826,19-06-2022,Airport,Arrival,2823,1351,154,4328
16828,19-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16830,19-06-2022,Hung Hom,Arrival,0,0,0,0
16832,19-06-2022,Lo Wu,Arrival,0,0,0,0
16834,19-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16836,19-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
16838,19-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,113,12,24,149
16840,19-06-2022,Lok Ma Chau,Arrival,0,0,0,0
16842,19-06-2022,Man Kam To,Arrival,0,0,0,0
16844,19-06-2022,Sha Tau Kok,Arrival,0,0,0,0
16846,19-06-2022,Shenzhen Bay,Arrival,952,175,5,1132
16848,19-06-2022,China Ferry Terminal,Arrival,0,0,0,0
16850,19-06-2022,Harbour Control,Arrival,0,0,0,0
16852,19-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16854,19-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16856,20-06-2022,Airport,Arrival,1698,1087,132,2917
16858,20-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16860,20-06-2022,Hung Hom,Arrival,0,0,0,0
16862,20-06-2022,Lo Wu,Arrival,0,0,0,0
16864,20-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16866,20-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
16868,20-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,124,16,41,181
16870,20-06-2022,Lok Ma Chau,Arrival,0,0,0,0
16872,20-06-2022,Man Kam To,Arrival,0,0,0,0
16874,20-06-2022,Sha Tau Kok,Arrival,0,0,0,0
16876,20-06-2022,Shenzhen Bay,Arrival,820,130,10,960
16878,20-06-2022,China Ferry Terminal,Arrival,0,0,0,0
16880,20-06-2022,Harbour Control,Arrival,0,0,0,0
16882,20-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16884,20-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16886,21-06-2022,Airport,Arrival,2275,949,195,3419
16888,21-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16890,21-06-2022,Hung Hom,Arrival,0,0,0,0
16892,21-06-2022,Lo Wu,Arrival,0,0,0,0
16894,21-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16896,21-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
16898,21-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,91,11,26,128
16900,21-06-2022,Lok Ma Chau,Arrival,0,0,0,0
16902,21-06-2022,Man Kam To,Arrival,0,0,0,0
16904,21-06-2022,Sha Tau Kok,Arrival,0,0,0,0
16906,21-06-2022,Shenzhen Bay,Arrival,720,115,10,845
16908,21-06-2022,China Ferry Terminal,Arrival,0,0,0,0
16910,21-06-2022,Harbour Control,Arrival,0,0,0,0
16912,21-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16914,21-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16916,22-06-2022,Airport,Arrival,1979,1099,117,3195
16918,22-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16920,22-06-2022,Hung Hom,Arrival,0,0,0,0
16922,22-06-2022,Lo Wu,Arrival,0,0,0,0
16924,22-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16926,22-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
16928,22-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,83,3,26,112
16930,22-06-2022,Lok Ma Chau,Arrival,0,0,0,0
16932,22-06-2022,Man Kam To,Arrival,0,0,0,0
16934,22-06-2022,Sha Tau Kok,Arrival,0,0,0,0
16936,22-06-2022,Shenzhen Bay,Arrival,726,106,8,840
16938,22-06-2022,China Ferry Terminal,Arrival,0,0,0,0
16940,22-06-2022,Harbour Control,Arrival,0,0,0,0
16942,22-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16944,22-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16946,23-06-2022,Airport,Arrival,2643,1012,179,3834
16948,23-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16950,23-06-2022,Hung Hom,Arrival,0,0,0,0
16952,23-06-2022,Lo Wu,Arrival,0,0,0,0
16954,23-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16956,23-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
16958,23-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,85,7,30,122
16960,23-06-2022,Lok Ma Chau,Arrival,0,0,0,0
16962,23-06-2022,Man Kam To,Arrival,0,0,0,0
16964,23-06-2022,Sha Tau Kok,Arrival,0,0,0,0
16966,23-06-2022,Shenzhen Bay,Arrival,836,113,6,955
16968,23-06-2022,China Ferry Terminal,Arrival,0,0,0,0
16970,23-06-2022,Harbour Control,Arrival,0,0,0,0
16972,23-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16974,23-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
16976,24-06-2022,Airport,Arrival,2578,1193,168,3939
16978,24-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
16980,24-06-2022,Hung Hom,Arrival,0,0,0,0
16982,24-06-2022,Lo Wu,Arrival,0,0,0,0
16984,24-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16986,24-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
16988,24-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,77,9,24,110
16990,24-06-2022,Lok Ma Chau,Arrival,0,0,0,0
16992,24-06-2022,Man Kam To,Arrival,0,0,0,0
16994,24-06-2022,Sha Tau Kok,Arrival,0,0,0,0
16996,24-06-2022,Shenzhen Bay,Arrival,696,118,8,822
16998,24-06-2022,China Ferry Terminal,Arrival,0,0,0,0
17000,24-06-2022,Harbour Control,Arrival,0,0,0,0
17002,24-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
17004,24-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
17006,25-06-2022,Airport,Arrival,2596,1088,131,3815
17008,25-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
17010,25-06-2022,Hung Hom,Arrival,0,0,0,0
17012,25-06-2022,Lo Wu,Arrival,0,0,0,0
17014,25-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
17016,25-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
17018,25-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,72,5,38,115
17020,25-06-2022,Lok Ma Chau,Arrival,0,0,0,0
17022,25-06-2022,Man Kam To,Arrival,0,0,0,0
17024,25-06-2022,Sha Tau Kok,Arrival,0,0,0,0
17026,25-06-2022,Shenzhen Bay,Arrival,1055,185,8,1248
17028,25-06-2022,China Ferry Terminal,Arrival,0,0,0,0
17030,25-06-2022,Harbour Control,Arrival,0,0,0,0
17032,25-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
17034,25-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
17036,26-06-2022,Airport,Arrival,3073,1081,143,4297
17038,26-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
17040,26-06-2022,Hung Hom,Arrival,0,0,0,0
17042,26-06-2022,Lo Wu,Arrival,0,0,0,0
17044,26-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
17046,26-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
17048,26-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,125,15,28,168
17050,26-06-2022,Lok Ma Chau,Arrival,0,0,0,0
17052,26-06-2022,Man Kam To,Arrival,0,0,0,0
17054,26-06-2022,Sha Tau Kok,Arrival,0,0,0,0
17056,26-06-2022,Shenzhen Bay,Arrival,1093,270,13,1376
17058,26-06-2022,China Ferry Terminal,Arrival,0,0,0,0
17060,26-06-2022,Harbour Control,Arrival,0,0,0,0
17062,26-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
17064,26-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
17066,27-06-2022,Airport,Arrival,1830,1033,133,2996
17068,27-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
17070,27-06-2022,Hung Hom,Arrival,0,0,0,0
17072,27-06-2022,Lo Wu,Arrival,0,0,0,0
17074,27-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
17076,27-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
17078,27-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,87,7,29,123
17080,27-06-2022,Lok Ma Chau,Arrival,0,0,0,0
17082,27-06-2022,Man Kam To,Arrival,0,0,0,0
17084,27-06-2022,Sha Tau Kok,Arrival,0,0,0,0
17086,27-06-2022,Shenzhen Bay,Arrival,753,115,2,870
17088,27-06-2022,China Ferry Terminal,Arrival,0,0,0,0
17090,27-06-2022,Harbour Control,Arrival,0,0,0,0
17092,27-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
17094,27-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
17096,28-06-2022,Airport,Arrival,2256,772,89,3117
17098,28-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
17100,28-06-2022,Hung Hom,Arrival,0,0,0,0
17102,28-06-2022,Lo Wu,Arrival,0,0,0,0
17104,28-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
17106,28-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
17108,28-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,122,11,31,164
17110,28-06-2022,Lok Ma Chau,Arrival,0,0,0,0
17112,28-06-2022,Man Kam To,Arrival,0,0,0,0
17114,28-06-2022,Sha Tau Kok,Arrival,0,0,0,0
17116,28-06-2022,Shenzhen Bay,Arrival,839,132,10,981
17118,28-06-2022,China Ferry Terminal,Arrival,0,0,0,0
17120,28-06-2022,Harbour Control,Arrival,0,0,0,0
17122,28-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
17124,28-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
17126,29-06-2022,Airport,Arrival,1837,1131,112,3080
17128,29-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
17130,29-06-2022,Hung Hom,Arrival,0,0,0,0
17132,29-06-2022,Lo Wu,Arrival,0,0,0,0
17134,29-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
17136,29-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
17138,29-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,108,6,28,142
17140,29-06-2022,Lok Ma Chau,Arrival,0,0,0,0
17142,29-06-2022,Man Kam To,Arrival,0,0,0,0
17144,29-06-2022,Sha Tau Kok,Arrival,0,0,0,0
17146,29-06-2022,Shenzhen Bay,Arrival,847,128,18,993
17148,29-06-2022,China Ferry Terminal,Arrival,0,0,0,0
17150,29-06-2022,Harbour Control,Arrival,0,0,0,0
17152,29-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
17154,29-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
17156,30-06-2022,Airport,Arrival,2192,964,150,3306
17158,30-06-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
17160,30-06-2022,Hung Hom,Arrival,0,0,0,0
17162,30-06-2022,Lo Wu,Arrival,0,0,0,0
17164,30-06-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
17166,30-06-2022,Heung Yuen Wai,Arrival,0,0,0,0
17168,30-06-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,150,10,37,197
17170,30-06-2022,Lok Ma Chau,Arrival,0,0,0,0
17172,30-06-2022,Man Kam To,Arrival,0,0,0,0
17174,30-06-2022,Sha Tau Kok,Arrival,0,0,0,0
17176,30-06-2022,Shenzhen Bay,Arrival,1019,145,15,1179
17178,30-06-2022,China Ferry Terminal,Arrival,0,0,0,0
17180,30-06-2022,Harbour Control,Arrival,0,0,0,0
17182,30-06-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
17184,30-06-2022,Macau Ferry Terminal,Arrival,0,0,0,0
17186,01-07-2022,Airport,Arrival,3056,1193,167,4416
17188,01-07-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
17190,01-07-2022,Hung Hom,Arrival,0,0,0,0
17192,01-07-2022,Lo Wu,Arrival,0,0,0,0
17194,01-07-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
17196,01-07-2022,Heung Yuen Wai,Arrival,0,0,0,0
17198,01-07-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,106,9,36,151
17200,01-07-2022,Lok Ma Chau,Arrival,0,0,0,0
17202,01-07-2022,Man Kam To,Arrival,0,0,0,0
17204,01-07-2022,Sha Tau Kok,Arrival,0,0,0,0
17206,01-07-2022,Shenzhen Bay,Arrival,685,106,10,801
17208,01-07-2022,China Ferry Terminal,Arrival,0,0,0,0
17210,01-07-2022,Harbour Control,Arrival,0,0,0,0
17212,01-07-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
17214,01-07-2022,Macau Ferry Terminal,Arrival,0,0,0,0
17216,02-07-2022,Airport,Arrival,2881,779,129,3789
17218,02-07-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
17220,02-07-2022,Hung Hom,Arrival,0,0,0,0
17222,02-07-2022,Lo Wu,Arrival,0,0,0,0
17224,02-07-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
17226,02-07-2022,Heung Yuen Wai,Arrival,0,0,0,0
17228,02-07-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,4,0,1,5
17230,02-07-2022,Lok Ma Chau,Arrival,0,0,0,0
17232,02-07-2022,Man Kam To,Arrival,0,0,0,0
17234,02-07-2022,Sha Tau Kok,Arrival,0,0,0,0
17236,02-07-2022,Shenzhen Bay,Arrival,758,241,91,1090
17238,02-07-2022,China Ferry Terminal,Arrival,0,0,0,0
17240,02-07-2022,Harbour Control,Arrival,0,0,0,0
17242,02-07-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
17244,02-07-2022,Macau Ferry Terminal,Arrival,0,0,0,0
17246,03-07-2022,Airport,Arrival,3660,903,186,4749
17248,03-07-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
17250,03-07-2022,Hung Hom,Arrival,0,0,0,0
17252,03-07-2022,Lo Wu,Arrival,0,0,0,0
17254,03-07-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
17256,03-07-2022,Heung Yuen Wai,Arrival,0,0,0,0
17258,03-07-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,145,13,36,194
17260,03-07-2022,Lok Ma Chau,Arrival,0,0,0,0
17262,03-07-2022,Man Kam To,Arrival,0,0,0,0
17264,03-07-2022,Sha Tau Kok,Arrival,0,0,0,0
17266,03-07-2022,Shenzhen Bay,Arrival,1301,155,30,1486
17268,03-07-2022,China Ferry Terminal,Arrival,0,0,0,0
17270,03-07-2022,Harbour Control,Arrival,0,0,0,0
17272,03-07-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
17274,03-07-2022,Macau Ferry Terminal,Arrival,0,0,0,0
17276,04-07-2022,Airport,Arrival,2100,1154,136,3390
17278,04-07-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
17280,04-07-2022,Hung Hom,Arrival,0,0,0,0
17282,04-07-2022,Lo Wu,Arrival,0,0,0,0
17284,04-07-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
17286,04-07-2022,Heung Yuen Wai,Arrival,0,0,0,0
17288,04-07-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,143,16,38,197
17290,04-07-2022,Lok Ma Chau,Arrival,0,0,0,0
17292,04-07-2022,Man Kam To,Arrival,0,0,0,0
17294,04-07-2022,Sha Tau Kok,Arrival,0,0,0,0
17296,04-07-2022,Shenzhen Bay,Arrival,940,109,33,1082
17298,04-07-2022,China Ferry Terminal,Arrival,0,0,0,0
17300,04-07-2022,Harbour Control,Arrival,0,0,0,0
17302,04-07-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
17304,04-07-2022,Macau Ferry Terminal,Arrival,0,0,0,0
17306,05-07-2022,Airport,Arrival,2179,641,81,2901
17308,05-07-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
17310,05-07-2022,Hung Hom,Arrival,0,0,0,0
17312,05-07-2022,Lo Wu,Arrival,0,0,0,0
17314,05-07-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
17316,05-07-2022,Heung Yuen Wai,Arrival,0,0,0,0
17318,05-07-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,151,20,53,224
17320,05-07-2022,Lok Ma Chau,Arrival,0,0,0,0
17322,05-07-2022,Man Kam To,Arrival,0,0,0,0
17324,05-07-2022,Sha Tau Kok,Arrival,0,0,0,0
17326,05-07-2022,Shenzhen Bay,Arrival,1052,145,29,1226
17328,05-07-2022,China Ferry Terminal,Arrival,0,0,0,0
17330,05-07-2022,Harbour Control,Arrival,0,0,0,0
17332,05-07-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
17334,05-07-2022,Macau Ferry Terminal,Arrival,0,0,0,0
17336,06-07-2022,Airport,Arrival,1923,1151,149,3223
17338,06-07-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
17340,06-07-2022,Hung Hom,Arrival,0,0,0,0
17342,06-07-2022,Lo Wu,Arrival,0,0,0,0
17344,06-07-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
17346,06-07-2022,Heung Yuen Wai,Arrival,0,0,0,0
17348,06-07-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,181,17,47,245
17350,06-07-2022,Lok Ma Chau,Arrival,0,0,0,0
17352,06-07-2022,Man Kam To,Arrival,0,0,0,0
17354,06-07-2022,Sha Tau Kok,Arrival,0,0,0,0
17356,06-07-2022,Shenzhen Bay,Arrival,1114,150,29,1293
17358,06-07-2022,China Ferry Terminal,Arrival,0,0,0,0
17360,06-07-2022,Harbour Control,Arrival,0,0,0,0
17362,06-07-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
17364,06-07-2022,Macau Ferry Terminal,Arrival,0,0,0,0
17366,07-07-2022,Airport,Arrival,1851,646,115,2612
17368,07-07-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
17370,07-07-2022,Hung Hom,Arrival,0,0,0,0
17372,07-07-2022,Lo Wu,Arrival,0,0,0,0
17374,07-07-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
17376,07-07-2022,Heung Yuen Wai,Arrival,0,0,0,0
17378,07-07-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,158,15,35,208
